Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,United Memorial Medical Center,United Memorial Medical Center,"16 Bank St  Batavia NY 14020 (42.998667, -78.180845)",16 Bank St,,Batavia,NY,14020,(585) 815-6715,1669747085,Administrative Location,331
Medicare Diabetes Prevention Program (MDPP) Expanded Model,United Memorial Medical Center,United Memorial Medical Center,"8745 Lake Rd  Le Roy NY 14482 (42.989846, -77.989283)",8745 Lake Rd,,Le Roy,NY,14482,(585) 815-6715,1669747085,Community Setting,332
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"1104 E Grace St  Rensselaer IN 47978 (40.934138, -87.139924)",1104 E Grace St,,Rensselaer,IN,47978,(219) 866-5141,1225327984,Administrative Location,333
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"1116 N 16th St  Lafayette IN 47904 (40.428448, -86.880689)",1116 N 16th St,,Lafayette,IN,47904,(765) 428-5850,1225327984,Administrative Location,334
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"1704 Lafayette Rd Ste 4 Crawfordsville IN 47933 (40.065079, -86.905234)",1704 Lafayette Rd,Ste 4,Crawfordsville,IN,47933,(765) 359-2088,1225327984,Administrative Location,335
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"1710 Lafayette Rd  Crawfordsville IN 47933 (40.06586, -86.904531)",1710 Lafayette Rd,,Crawfordsville,IN,47933,(765) 362-2800,1225327984,Administrative Location,336
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"5230 E Stop 11 Rd Ste 150 Indianapolis IN 46237 (39.652204, -86.079517)",5230 E Stop 11 Rd,Ste 150,Indianapolis,IN,46237,(317) 865-5904,1225327984,Administrative Location,337
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Franciscan Physician Network,Franciscan Physician Network,"761 45th St Ste 110 Munster IN 46321 (41.543097, -87.518917)",761 45th St,Ste 110,Munster,IN,46321,(219) 865-3612,1225327984,Administrative Location,338
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Legacy Salmon Creek Hospital,Legacy Salmon Creek Hospital,"2101 Ne 139th St Ste 460 Vancouver WA 98686 (45.721197, -122.648892)",2101 Ne 139th St,Ste 460,Vancouver,WA,98686,(360) 487-2727,1356357784,Administrative Location,339
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Metrohealth System,The Metrohealth System,"10 Severance Cir  Cleveland Heights OH 44118 (41.514021, -81.550275)",10 Severance Cir,,Cleveland Heights,OH,44118,(216) 778-2363,1609434323,Community Setting,340
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Metrohealth System,The Metrohealth System,"14770 Snow Rd  Brookpark OH 44142 (41.404935, -81.799199)",14770 Snow Rd,,Brookpark,OH,44142,(440) 592-6200,1609434323,Community Setting,341
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Metrohealth System,The Metrohealth System,"6835 Broadway Ave  Cleveland OH 44105 (41.461191, -81.641232)",6835 Broadway Ave,,Cleveland,OH,44105,(216) 778-2363,1609434323,Administrative Location,342
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Metrohealth System,The Metrohealth System,"7800 Pearl Rd  Middleburg Heights OH 44130 (41.353266, -81.821282)",7800 Pearl Rd,,Middleburg Heights,OH,44130,(216) 957-9700,1609434323,Community Setting,343
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Deschutes County Oregon,Deschutes County Oregon,"1550 Ne Williamson Blvd Ste 110 Bend OR 97701 (44.065083, -121.269803)",1550 Ne Williamson Blvd,Ste 110,Bend,OR,97701,(541) 322-7446,1598323040,Administrative Location,344
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Deschutes County Oregon,Redmond Senior Center,"325 Nw Dogwood Ave  Redmond OR 97756 (44.279934, -121.171314)",325 Nw Dogwood Ave,,Redmond,OR,97756,(541) 548-6325,1598323040,Community Setting,345
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"1 Ballwin Commons Cir Habitnu Ballwin MO 63021 (38.584045, -90.551488)",1 Ballwin Commons Cir,Habitnu,Ballwin,MO,63021,(312) 566-7871,1144722653,Administrative Location,346
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"1000 E Us Highway 60  Monett MO 65708 (36.915938, -93.949442)",1000 E Us Highway 60,,Monett,MO,65708,(417) 635-4562,1144722653,Community Setting,347
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"1416 Crown Dr  Kirksville MO 63501 (40.206234, -92.573803)",1416 Crown Dr,,Kirksville,MO,63501,(660) 627-4493,1144722653,Community Setting,348
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"2815 Scott Ave Ste D Saint Louis MO 63103 (38.627853, -90.22161)",2815 Scott Ave,Ste D,Saint Louis,MO,63103,(314) 421-8834,1144722653,Community Setting,349
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"501 Main St  Platte City MO 64079 (39.36964, -94.776498)",501 Main St,,Platte City,MO,64079,(720) 447-0603,1144722653,Community Setting,350
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"617 N Providence Rd  Columbia MO 65203 (38.958874, -92.334517)",617 N Providence Rd,,Columbia,MO,65203,(573) 303-9560,1144722653,Community Setting,351
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"910 S Florissant Rd  Saint Louis MO 63135 (38.733061, -90.301157)",910 S Florissant Rd,,Saint Louis,MO,63135,(314) 382-9700,1144722653,Community Setting,352
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Cooperman Barnabas Medical Center Inc.,Saint Barnabas Medical Center,"200 S Orange Ave # 123 Center For Diabetes Wellness & Prevention Livingston NJ 07039 (40.773374, -74.354059)",200 S Orange Ave # 123,Center For Diabetes Wellness & Prevention,Livingston,NJ,07039,(973) 322-7436,1396857488,Administrative Location,353
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Joint Township District Memorial Hospital,Joint Township District Memorial Hospital,"200 Saint Clair Ave  Saint Marys OH 45885 (40.415021, -84.77839)",200 Saint Clair Ave,,Saint Marys,OH,45885,(419) 394-3387 x 3569,1639133002,Administrative Location,354
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Toledo Clinic Incorporated,Toledo Clinic Incorporated,"4345 Secor Rd  Toledo OH 43623 (41.69727, -83.623559)",4345 Secor Rd,,Toledo,OH,43623,(419) 469-6884,1124689526,Administrative Location,355
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Florida Department Of Health,Florida Department Of Health,"5527 Stewart St  Milton FL 32570 (30.635217, -87.043765)",5527 Stewart St,,Milton,FL,32570,(850) 983-5200,1932177409,Administrative Location,356
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Dlp Conemaugh Memorial Medical Center Llc,Dlp Conemaugh Memorial Medical Center Llc,"1111 Franklin St Ste 120a Cmmc-Conemaugh Diabetes Institute Johnstown PA 15905 (40.304155, -78.919567)",1111 Franklin St Ste 120a,Cmmc-Conemaugh Diabetes Institute,Johnstown,PA,15905,(814) 534-6800,1760154975,Administrative Location,357
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Dlp Conemaugh Memorial Medical Center Llc,Dlp Conemaugh Memorial Medical Center Llc,"1111 Franklin St Ste 180 Conemaugh Memorial Medical Center Johnstown PA 15905 (40.304155, -78.919567)",1111 Franklin St Ste 180,Conemaugh Memorial Medical Center,Johnstown,PA,15905,(814) 534-6800,1760154975,Administrative Location,358
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Memorial Health System,Lee Memorial Health System,"23450 Via Coconut Pt  Estero FL 34135 (26.39625, -81.806004)",23450 Via Coconut Pt,,Estero,FL,34135,(239) 424-3120,1902379209,Administrative Location,359
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Memorial Health System,Lee Memorial Health System,"501 Del Prado Blvd S  Cape Coral FL 33990 (26.642542, -81.940703)",501 Del Prado Blvd S,,Cape Coral,FL,33990,(239) 424-3120,1902379209,Administrative Location,360
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lee Memorial Health System,Lee Memorial Health System,"9981 S Healthpark Dr  Fort Myers FL 33908 (26.506892, -81.913409)",9981 S Healthpark Dr,,Fort Myers,FL,33908,(239) 424-3120,1902379209,Administrative Location,361
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Anthony Regional Hospital And Nursing Home,St Anthony Regional Home,"311 S Clark St St Anthony Regional Hospital Carroll IA 51401 (42.056863, -94.867719)",311 S Clark St,St Anthony Regional Hospital,Carroll,IA,51401,(712) 792-3581,1598327207,Administrative Location,362
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"100 Hospital Rd Calvert Health Medical Center Prince Frederick MD 20678 (38.559353, -76.596486)",100 Hospital Rd,Calvert Health Medical Center,Prince Frederick,MD,20678,(410) 535-4000,1740848423,Community Setting,363
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"10210 H G Trueman Rd Middleham Episcopal Parish Lusby MD 20657 (38.398295, -76.436363)",10210 H G Trueman Rd,Middleham Episcopal Parish,Lusby,MD,20657,(410) 326-4948,1740848423,Community Setting,364
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"105 Vianney Ln St. John Vianney Prince Frederick MD 20678 (38.537758, -76.580568)",105 Vianney Ln,St. John Vianney,Prince Frederick,MD,20678,(410) 535-0223,1740848423,Community Setting,365
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"11100 Asbury Cir Asbury Solomons Solomons MD 20688 (38.346179, -76.467439)",11100 Asbury Cir,Asbury Solomons,Solomons,MD,20688,(410) 394-3000,1740848423,Community Setting,366
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"14090 Hg Trueman Rd Calvert Internal Medicine Group Solomons MD 20688 (38.332879, -76.465371)",14090 Hg Trueman Rd,Calvert Internal Medicine Group,Solomons,MD,20688,(410) 326-0305,1740848423,Community Setting,367
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"20 Appeal Ln Southern Pines Senior Center Lusby MD 20657 (38.380746, -76.43698)",20 Appeal Ln,Southern Pines Senior Center,Lusby,MD,20657,(410) 586-2748,1740848423,Community Setting,368
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"4075 Gordon Stinnett Ave Northeast Community Center Chesapeake Beach MD 20732 (38.691345, -76.535675)",4075 Gordon Stinnett Ave,Northeast Community Center,Chesapeake Beach,MD,20732,(410) 257-2554,1740848423,Community Setting,369
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"450 W Dares Beach Rd Calvert Pines Senior Center Prince Frederick MD 20678 (38.544216, -76.595325)",450 W Dares Beach Rd,Calvert Pines Senior Center,Prince Frederick,MD,20678,(410) 535-4606,1740848423,Community Setting,370
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"5450 Cherry Hill Rd Bethel Way Of The Cross Huntingtown MD 20639 (38.643934, -76.604578)",5450 Cherry Hill Rd,Bethel Way Of The Cross,Huntingtown,MD,20639,(410) 257-2053,1740848423,Community Setting,371
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"8120 Southern Maryland Blvd Calvert Library Fairview Branch Owings MD 20736 (38.691446, -76.640409)",8120 Southern Maryland Blvd,Calvert Library Fairview Branch,Owings,MD,20736,(410) 257-2101,1740848423,Community Setting,372
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"850 Costley Way Calvert Library Prince Frederick Prince Frederick MD 20678 (38.556049, -76.599278)",850 Costley Way,Calvert Library Prince Frederick,Prince Frederick,MD,20678,(410) 535-0291,1740848423,Community Setting,373
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"8924 Chesapeake Ave Twin Beaches Comm Health Ctr North Beach MD 20714 (38.705146, -76.533419)",8924 Chesapeake Ave,Twin Beaches Comm Health Ctr,North Beach,MD,20714,(410) 257-7279,1740848423,Community Setting,374
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"901 Dares Beach Rd Harriett E Brown Community Center Prince Frederick MD 20678 (38.552426, -76.578938)",901 Dares Beach Rd,Harriett E Brown Community Center,Prince Frederick,MD,20678,(410) 535-1600 x 8200,1740848423,Community Setting,375
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"9010 Dayton Ave North Beach Senior Center North Beach MD 20714 (38.705113, -76.534257)",9010 Dayton Ave,North Beach Senior Center,North Beach,MD,20714,(410) 257-4344,1740848423,Community Setting,376
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"975 Solomons Island Rd N  Prince Frederick MD 20678 (38.558242, -76.59717)",975 Solomons Island Rd N,,Prince Frederick,MD,20678,(410) 535-5400 x 355,1740848423,Administrative Location,377
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"985 Prince Frederick Blvd Ste 201 Calvert Internal Medicine Group Prince Frederick MD 20678 (38.555884, -76.601294)",985 Prince Frederick Blvd Ste 201,Calvert Internal Medicine Group,Prince Frederick,MD,20678,(410) 535-2005,1740848423,Community Setting,378
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bmh Inc,Bmh Inc,"98 Poplar St  Blackfoot ID 83221 (43.193318, -112.347267)",98 Poplar St,,Blackfoot,ID,83221,(208) 785-4100,1982805271,Administrative Location,379
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bmh Inc,Bmh Inc,"98 Poplar St  Blackfoot ID 83221 (43.193318, -112.347267)",98 Poplar St,,Blackfoot,ID,83221,(208) 785-4100,1982805271,Community Setting,380
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Woman'S Hospital Foundation,Woman'S Hospital Foundation,"9637 Jefferson Hwy  Baton Rouge LA 70809 (30.411481, -91.077287)",9637 Jefferson Hwy,,Baton Rouge,LA,70809,(225) 924-8236,1013489533,Administrative Location,381
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"150 Tech Dr  Amherst NY 14221 (42.96183, -78.718146)",150 Tech Dr,,Amherst,NY,14221,(716) 431-5100,1881101954,Community Setting,382
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"155 Lawn Ave  Buffalo NY 14207 (42.950253, -78.887928)",155 Lawn Ave,,Buffalo,NY,14207,(716) 431-5100,1881101954,Community Setting,383
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"24 Ludington St  Buffalo NY 14206 (42.887574, -78.813411)",24 Ludington St,,Buffalo,NY,14206,(716) 431-5100,1881101954,Community Setting,384
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"2640 N Forest Rd  Getzville NY 14068 (43.014227, -78.784751)",2640 N Forest Rd,,Getzville,NY,14068,(716) 431-5100,1881101954,Community Setting,385
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"291 Ensminger Rd  Tonawanda NY 14150 (42.988417, -78.894205)",291 Ensminger Rd,,Tonawanda,NY,14150,(716) 431-5100,1881101954,Community Setting,386
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"3349 Broadway St  Cheektowaga NY 14227 (42.903565, -78.752537)",3349 Broadway St,,Cheektowaga,NY,14227,(716) 431-5100,1881101954,Community Setting,387
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Western New York Integrated Care Collaborative Inc,Western New York Integrated Care Collaborative Inc,"370 John James Audubon Pkwy  Amherst NY 14228 (43.016712, -78.782711)",370 John James Audubon Pkwy,,Amherst,NY,14228,(716) 431-5100,1881101954,Community Setting,388
